NAME OF COMPANY, ISIN NUMBER
Bharat Gears Limited,INE561C01019
BHARAT GLOBAL DEVELOPERS LIMIT,INE893C01032
Bharat Heavy Electricals Limited,INE257A01026
BHARAT IMMUNOLOGICALS & BIOLOG,INE994B01014
Bharat Parenterals Limited,INE365Y01019
BHARAT PETROLEUM CORPORATION L,INE029A01011
Bharat Rasayan Limited,INE838B01021
Bharat Road Network Limited,INE727S01012
Bharat Seats Limited,INE415D01024
Bharat Wire Ropes Limited,INE316L01019
BHARATROHAN AIRBORNE INNOVATIO,INE0QMV01017
Bharti Airtel  Ltd.,IN9397D01014
Bharti Airtel Limited,INE397D01024
Bharti Hexacom Limited,INE343G01021
Bhartiya International Limited,INE828A01016
BHASKAR AGROCHEMICALS LTD.,INE972C01018
Bhatia Communications & Retail,INE341Z01025
BHAVIK ENTERPRISES LIMITED,INE18PB01017
BHILWARA SPINNERS LTD.,INE436C01014
BHILWARA TECHNICAL TEXTILES LT,INE274K01012
Bigbloc Construction Limited,INE412U01025
BIHAR SPONGE IRON LTD.,INE819C01011
Bikaji Foods International Lim,INE00E101023
BIL VYAPAR LIMITED,INE071A01013
BILCARE LTD.,INE986A01012
Billionbrains Garage Ventures,INE0HOQ01053
BIMETAL BEARINGS LTD.,INE469A01019
Biocon Limited,INE376G01013
BIOFIL CHEMICALS & PHARMACEUTI,INE829A01014
BIOGEN PHARMACHEM INDUSTRIES L,INE703D01023
Birla Cable Limited,INE800A01015
Birla Corporation Limited,INE340A01012
BIRLA PRECISION TECHNOLOGIES L,INE372E01025
BirlaNu Limited,INE557A01011
BIRLASOFT LIMITED,INE836A01035
BITS LTD.,INE839A01021
Bizotic Commercial Limited,INE0OJ401014
BKV INDUSTRIES LTD.,INE356C01022
Black Box Limited,INE676A01027
BLACK ROSE INDUSTRIES LTD.,INE761G01016
BLACKBUCK LIMITED,INE0UIZ01018
BLB Limited,INE791A01024
Bliss GVS Pharma Limited,INE416D01022
BLOOM DEKOR LTD.,INE253C01013
BLOOM INDUSTRIES LTD.,INE373E01015
BLS E-Services Limited,INE0NLT01010
BLS International Services Limited,INE153T01027
BLT Logistics Limited,INE0W4K01013
BLUE CHIP INDIA LTD.,INE657B01025
BLUE CHIP TEX INDUSTRIES LTD.,INE472D01017
Blue Cloud Softech Solutions L,INE373T01047
Blue Coast Hotels Limited,INE472B01011
Blue Dart Express Limited,INE233B01017
Blue Jet Healthcare Limited,INE0KBH01020
Blue Pearl Agriventures Limite,INE439N01031
Blue Star Limited,INE472A01039
BLUEGOD ENTERTAINMENT LIMITED,INE924N01024
BlueStone Jewellery and Lifest,INE304W01038
Bluspring Enterprises Limited,INE0U4101014
BMW INDUSTRIES LIMITED,INE374E01021
BMW Ventures Limited,INE965W01036
BN AGROCHEM LIMITED,INE00HZ01011
BNR UDYOG LTD.,INE355C01016
Bodal Chemicals Limited,INE338D01028
Bodhi Tree Multimedia Limited,INE0EEJ01023
Bodhtree Consulting Limited,INE104F01029
Bohra Industries Limited,INE802W01023
Bombay Burmah Trading Corporation Limited,INE050A01025
BOMBAY CYCLE & MOTOR AGENCY LT,INE691K01017
Bombay Dyeing & Mfg Company Limited,INE032A01023
BOMBAY OXYGEN INVESTMENTS LIMI,INE01TL01014
Bombay Super Hybrid Seeds Limited,INE032Z01020
BOMBAY TALKIES LIMITED,INE910D01024
BOMBAY WIRE ROPES LTD.,INE089T01023
Bondada Engineering Limited,INE0Q8P01029
BONLON INDUSTRIES LIMITED,INE0B9A01018
Borana Weaves Limited,INE16SF01016
Borosil Limited,INE02PY01013
BOROSIL RENEWABLES LIMITED,INE666D01022
Borosil Scientific Limited,INE02L001032
BOSCH HOME COMFORT INDIA LIMIT,INE782A01015
Bosch Limited,INE323A01026
BOSTON BIO SYSTEMS LTD.,INE109B01019
BPL Limited,INE110A01019
BRADY & MORRIS ENGINEERING CO.,INE856A01017
BRAHMAPUTRA INFRASTRUCTURE LTD,INE320I01017
Brainbees Solutions Limited,INE02RE01045
Brand Concepts Limited,INE977Y01011
BRAWN BIOTECH LTD.,INE899B01015
BRIDGE SECURITIES LTD.,INE958C01025
Brigade Enterprises Limited,INE791I01019
Brigade Hotel Ventures Limited,INE03NU01014
BRIGHT BROTHERS LTD.,INE630D01010
Bright Outdoor Media Limited,INE0OMI01019
B-RIGHT REALESTATE LIMITED,INE0IZQ01016
Brightcom Group Limited,INE425B01027
BRIJLAXMI LEASING & FINANCE LT,INE957E01031
Brisk Technovision Limited,INE0Q6L01014
Britannia Industries Limited,INE216A01030
Brookfield India Real Estate T,INE0FDU25010
Brooks Laboratories Limited,INE650L01011
BSE Limited,INE118H01025
BSEL ALGO LIMITED,INE395A01016
BSL Limited,INE594B01012
BUTTERFLY GANDHIMATHI APPLIANC,INE295F01017
C.E. Info Systems Limited,INE0BV301023
C.J.GELATINE PRODUCTS LTD.,INE557D01015
CAGL-23-11-27-NCD,INE741K07504
CALCOM VISION LTD.,INE216C01010
CALIFORNIA SOFTWARE CO.LTD.,INE526B01014
CAMBRIDGE TECHNOLOGY ENTERPRIS,INE627H01017
CAMEX LTD.,INE198C01010
Camlin Fine Sciences Limited,INE052I01032
Campus Activewear Limited,INE278Y01022
Can Fin Homes Limited,INE477A01020
Canara Bank,INE476A01022
Canara HSBC Life Insurance Com,INE01TY01017
Canara Robeco Asset Management,INE218I01013
CANDOUR TECHTEX LIMITED,INE713D01055
Cantabil Retail India Limited,INE068L01024
Capacit'e Infraprojects Limite,INE264T01014
Capillary Technologies India L,INE0ILV01024
Capital India Finance Limited,INE345H01024
Capital Infra Trust,INE0Z8Z23013
Capital Small Finance Bank Limited,INE646H01017
CAPITAL TRADE LINKS LTD,INE172D01021
Capital Trust Limited,INE707C01018
CAPITALNUMBERS INFOTECH  LIMIT,INE0WXM01011
Caplin Point Laboratories Limited,INE475E01026
Capri Global Capital Limited,INE180C01042
CAPRIHANS INDIA LTD.,INE479A01018
Captain Pipes Limited,INE513R01026
CAPTAIN POLYPLAST LTD,INE536P01021
Captain Technocast Limited,INE931X01010
Carborundum Universal Limited,INE120A01034
CARE Ratings Limited,INE752H01013
Career Point Edutech Limited,INE0P6P01016
Carraro India Limited,INE0V7W01012
Cartrade Tech Limited,INE290S01011
CARYSIL LIMITED,INE482D01024
CASPIAN CORPORATE SERVICES LIM,INE176N01039
Castrol India Limited,INE172A01027
CATVISION  LIMITED,INE660B01011
CCIL-10.5%19-12-26-NCD,INE051307BQ4
CCIL-10.50%-11-5-27-NCD,INE051307BZ5
CCIL-10-9-31-NCD,INE051307CC2
CCIL-11.30%-10-11-28-NCD,INE051307CD0
CCIL-11.50%-11-1-28-NCD,INE051307AB8
CCIL-12%-19-6-30-NCD,INE051307BT8
CCIL-19-4-31-NCD,INE051307BV4
CCIL-ZC-9-3-29-NCD,INE051307AE2
CCL INTERNATIONAL LTD.,INE778E01031
CCL Products (India) Limited,INE421D01022
CDG PETCHEM LIMITED,INE198N01017
CEAT Limited,INE482A01020
CEENIK EXPORTS (INDIA) LTD.,INE418D01010
CEETA INDUSTRIES LTD.,INE760J01012
Ceigall India Limited,INE0AG901020
CEINSYS TECH LIMITED,INE016Q01014
Celebrity Fashions Limited,INE185H01016
CELLA SPACE LIMITED,INE266H01014
Cello World Limited,INE0LMW01024
CEMANTIC INFRA-TECH LIMITED,INE222B01028
Cemindia Projects Limited,INE686A01026
CENLUB INDUSTRIES LTD.,INE627F01011
CENTENIAL SURGICAL SUTURE LTD.,INE405H01018
Central Bank of India,INE483A01010
Central Depository Services (India) Limited,INE736A01011
Centrum Capital Limited,INE660C01027
Centum Electronics Limited,INE320B01020
Century Enka Limited,INE485A01015
Century Extrusions Limited,INE281A01026
CENTURY PLYBOARDS (I) LTD.,INE348B01021
Cera Sanitaryware Limited,INE739E01017
CEREBRA INTEGRATED TECHNOLOGIE,INE345B01019
CESC Limited,INE486A01021
CFF FLUID CONTROL LIMITED,INE0NJ001013
CG Power and Industrial Soluti,INE067A01029
CGCL-9.7%-13-10-35-NCD,INE180C07213
CG-VAK SOFTWARE & EXPORTS LTD.,INE084D01010
Chalet Hotels Limited,INE427F01016
CHALLANI CAPITAL LIMITED,INE807A01010
Chaman Lal Setia Exports Limited,INE419D01026
CHAMBAL BREWERIES & DISTILLERI,INE417N01011
CHAMBAL FERTILISERS & CHEMICAL,INE085A01013
Chandni Machines Limited,INE01GZ01011
CHANDRA PRABHU INTERNATIONAL L,INE368D01025
Chandrima Mercantiles limited,INE371F01024
CHARTERED CAPITAL & INVESTMENT,INE953B01010
CHARTERED LOGISTICS LTD.,INE558F01026
CHATHA FOODS LIMITED,INE0AH901011
Chatterbox Technologies Limite,INE1B4801017
CHD Chemicals Limited,INE043U01010
Checkpoint Trends Limited,INE396H01019
CHEMBOND CHEMICALS  LIMITED,INE0TGX01019
Chembond Material Technologies,INE995D01025
Chemcon Speciality Chemicals L,INE03YM01018
Chemcrux Enterprises Limited,INE298W01016
Chemfab Alkalis Limited,INE783X01023
Chemkart India Limited,INE0VWL01017
Chemplast Sanmar Limited,INE488A01050
CHEMTECH INDUSTRIAL VALVES LTD,INE212P01011
CHENNAI FERROUS INDUSTRIES LIM,INE777O01016
CHENNAI MEENAKSHI MULTISPECIAL,INE889F01017
CHENNAI PETROLEUM CORPORATION,INE178A01016
CHEVIOT CO.LTD.,INE974B01016
Chiraharit Limited,INE12P101018
CHL LTD.,INE790D01020
Choice International Limited,INE102B01014
Choice Mutual Fund,INF2KCX01012
CHOKSI ASIA LIMITED,INE865B01016
CHOKSI LABORATORIES LTD.,INE493D01013
CHOLAMANDALAM FINANCIAL HOLDIN,INE149A01033
CHOLAMANDALAM INVESTMENT AND F,INE121A01024
CHORDIA FOOD PRODUCTS LTD.,INE975C01011
CHOWGULE STEAMSHIPS LTD.,INE490A01015
CHPL Industries Ltd.,INE714Q01014
Chrome Silicon Limited,INE114E01013
CIAN Agro Ind & Infra Ltd,INE052V01019
CIE Automotive India Limited,INE536H01010
CIFCL-8.40%-4-5-28-NCD,INE121A07QY9
Cigniti Technologies Limited,INE675C01017
CIL SECURITIES LTD.,INE830A01012
Cineline India Limited,INE704H01022
Cinevista Limited,INE039B01026
Cipla Limited,INE059A01026
CIPL-ZC-17-3-28-PVT,INE0Z4807015
CITADEL REALTY AND DEVELOPERS,INE906D01014
CITIPORT FINANCIAL SERVICES LT,INE494D01011
CITY PULSE MULTIVENTURES LIMIT,INE056001014
City Union Bank Limited,INE491A01021
CITYMAN LTD.,INE117C01010
CL Educate Limited,INE201M01029
Classic Filaments Limited,INE181U01018
Classic Leasing & Finance Ltd.,INE949C01016
Clean Science and Technology L,INE227W01023
Clinitech Laboratory Limited,INE0QMR01015
CLIO INFOTECH LTD.,INE011B01017
CLN ENERGY LIMITED,INE0WDX01010
CMS Info Systems Limited,INE925R01014
CMX HOLDINGS LIMITED,INE027F01014
Coal India Limited,INE522F01014
Coastal Corporation Limited,INE377E01024
COCHIN MALABAR ESTATES & INDUS,INE788M01017
COCHIN MINERALS & RUTILE LTD.,INE105D01013
Cochin Shipyard Limited,INE704P01025
Coffee Day Enterprises Limited,INE335K01011
Coforge Limited,INE591G01025
Cohance Lifesciences Limited,INE03QK01018
Colgate Palmolive (India) Limited,INE259A01022
COLINZ LABORATORIES LTD.,INE923C01011
COLORCHIPS NEW MEDIA LIMITED,INE621I01042
COMFORT COMMOTRADE LTD.,INE456N01019
COMFORT FINCAP LTD.,INE274M01026
COMFORT INTECH LTD.,INE819A01049
Commercial Syn Bags Limited,INE073V01015
COMPETENT AUTOMOBILES CO.LTD.,INE823B01015
Compuage Infocom Limited,INE070C01037
Compucom Software Limited,INE453B01029
Computer Age Management Servic,INE596I01020
COMPUTER POINT LTD.,INE607B01012
Comrade Appliances Limited,INE0NXA01015
CONART ENGINEERS LTD.,INE714D01020
Concord Biotech Limited,INE338H01029
Concord Control Systems Limite,INE0N0J01014
Concord Drugs Limited,INE858L01010
Concord Enviro Systems Limited,INE037Z01029
CONFIDENCE FUTURISTIC ENERGETE,INE700F01024
Confidence Petroleum India Limited,INE552D01024
Consecutive Commodities Limite,INE187R01029
CONSOLIDATED CONSTRUCTION CONS,INE429I01024
Consolidated Finvest & Holdings Limited,INE025A01027
CONTAINE TECHNOLOGIES LIMITED,INE0M8901010
CONTAINER CORPORATION OF INDIA,INE111A01025
Containerway International Lim,INE319U01022
CONTIL INDIA LTD.,INE080G01029
CONTINENTAL CONTROLS LTD.,INE545B01022
CONTINENTAL PETROLEUMS LTD.,INE369D01023
Continental Securities Limited,INE183Q01020
Control Print Limited,INE663B01015
CORAL INDIA FINANCE & HOUSING,INE558D01021
CORAL LABORATORIES LTD.,INE683E01017
CORAL NEWSPRINTS LTD.,INE715D01019
Cords Cable Industries Limited,INE792I01017
COROMANDEL ENGINEERING COMPANY,INE312J01012
Coromandel International Limited,INE169A01031
CORONA Remedies Limited,INE02ZQ01018
Corporate Merchant Bankers Lim,INE850R01014
COSCO (INDIA) LTD.,INE949B01018
Cosmic CRF Limited,INE0ORA01015
COSMO FERRITES LTD.,INE124B01018
COSMO FIRST LIMITED,INE757A01017
COSYN Limited,INE029B01019
Country Club Hospitality & Holidays Limited,INE652F01027
Country Condo's Limited,INE695B01025
COVANCE SOFTSOL LIMITED,INE0R8101016
COVIDH,INE899M01020
CP Capital Limited,INE521J01018
CPSE ETF,INF457M01133
Craftsman Automation Limited,INE00LO01017
Crane Infrastructure Limited,INE176L01017
CRANES SOFTWARE INTERNATIONAL,INE234B01023
CRANEX LTD.,INE608B01010
CRAVATEX LTD.,INE145E01017
Creative Castings Limited,INE146E01015
Creative Eye Limited,INE230B01021
Creative Newtech Limited,INE985W01018
CREDENT GLOBAL FINANCE LIMITED,INE727C01024
CREDITACCESS GRAMEEN LIMITED,INE741K01010
Credo Brands Marketing Limited,INE220Q01020
CRESSANDA RAILWAY SOLUTIONS LI,INE716D01033
CREST,INE559D01011
CRESTCHEM LTD.,INE293N01016
CRISIL Limited,INE007A01025
Crizac Limited,INE0S4R01014
CROISSANCE LIMITED,INE587J01027
Crompton Greaves Consumer Elec,INE299U01018
CROPSTER AGRO LIMITED,INE293E01031
Crown Lifters Limited,INE491V01019
CRYOGENIC OGS LIMITED,INE0TL001013
CRYSTAL BUSINESS SYSTEM LIMITE,INE994R01028
CSB Bank Limited,INE679A01013
CSL Finance Limited,INE718F01018
Cubex Tubings Limited,INE144D01012
CUBICAL FINANCIAL SERVICES LTD,INE717D01023
Cummins India Limited,INE298A01020
CUPID BREWERIES AND DISTILLERI,INE108G01010
Cupid Limited,INE509F01029
Cura Technologies Limited,INE117B01020
CVL-12%-23-6-27-PVT,INE559D08032
CWD Limited,INE0H8H01019
CYBELE INDUSTRIES LTD.,INE183D01010
Cyber Media (India) Limited,INE278G01037
CYBERTECH SYSTEMS AND SOFTWARE,INE214A01019
Cyient DLM Limited,INE055S01018
Cyient Limited,INE136B01020
D B CORP LTD,INE950I01011
D P ABHUSHAN LIMITED,INE266Y01019
D P Wires Limited,INE864X01013
D&H INDIA LTD,INE589D01018
Dabur India Limited,INE016A01026
Dachepalli Publishers Limited,INE1F9M01018
DAI-ICHI KARKARIA LTD.,INE928C01010
DAIKAFFIL CHEMICALS INDIA LTD.,INE789B01018
DALAL STREET INVESTMENTS LTD.,INE422D01012
Dalmia Bharat Limited,INE00R701025
DALMIA BHARAT SUGAR AND INDUST,INE495A01022
DALMIA INDUSTRIAL DEVELOPMENT,INE642P01019
Dam Capital Advisors Limited,INE284H01025
Damodar Industries Limited,INE497D01022
Dangee Dums Limited,INE688Y01022
DANLAW TECHNOLOGIES INDIA LTD.,INE310B01013
DANUBE INDUSTRIES LIMITED,INE575D01041
DARJEELING INDUSTRIIES LIMITED,INE830S01014
Darshan Orna Limited,INE671T01028
Data Patterns (India) Limited,INE0IX101010
Datamatics Global Services Limited,INE365B01017
DAULAT SECURITIES LTD.,INE108C01019
Davangere Sugar Company Limite,INE179G01029
DB (INTERNATIONAL) STOCK BROKE,INE921B01025
Dc Infotech and Communication,INE0A1101019
DCAL-10%-26-03-27-PVT,INE385W07042
DCB Bank Limited,INE503A01015
DCM  Limited,INE498A01018
DCM Financial Services Limited,INE891B01012
DCM Nouvelle Limited,INE08KP01019
DCM Shriram Industries Limited,INE843D01027
DCM Shriram Limited,INE499A01024
DCW Limited,INE500A01029
DCX Systems Limited,INE0KL801015
DDEV PLASTIKS INDUSTRIES LIMIT,INE0HR601026
De Nora India Limited,INE244A01016
Debock Industries Limited,INE411Y01011
Deccan Cements Limited,INE583C01021
DECCAN GOLD MINES LTD.,INE945F01025
Deccan Health Care Limited,INE452W01019
DECCAN POLYPACKS LTD.,INE132E01015
DECIPHER LABS LIMITED,INE643N01012
DECO-MICA LTD.,INE907E01010
Decorous Investment and Tradin,INE183R01010
DEE DEVELOPMENT ENGINEERS LIMI,INE841L01016
Deep Diamond India Limited,INE005G01026
Deep Industries Limited,INE0FHS01024
Deep Polymers Limited,INE00IY01012
Deepak Builders & Engineers India Limited,INE0OPA01019
DEEPAK CHEMTEX LIMITED,INE0RDM01013
DEEPAK FERTILISERS & PETROCHEM,INE501A01019
Deepak Nitrite Limited,INE288B01029
DEEPAK SPINNERS LTD.,INE272C01013
Defrail Technologies Limited,INE0ZE201010
Delhivery Limited,INE148O01028
DELPHI WORLD MONEY LIMITED,INE726L01019
Delta Corp Limited,INE124G01033
Delta Industrial Resources Lim,INE681Q01015
Delta Manufacturing Limited,INE393A01011
DELTON CABLES LTD.,INE872E01016
Den Networks Limited,INE947J01015
DENIS CHEM LAB LTD,INE051G01012
Denta Water and Infra Solution,INE0R4L01018
Desco Infratech Limited,INE0TGG01014
Dev Accelerator Limited,INE0VOV01021
DEV INFORMATION TECHNOLOGY LIM,INE060X01034
Dev Labtech Venture Limited,INE0NIJ01017
DEVINE IMPEX LTD.,INE455C01014
Devyani International Limited,INE872J01023
Dhabriya Polywood Limited,INE260R01016
Dhampur Bio Organics Limited,INE0I3401014
Dhampur Sugar Mills Limited,INE041A01016
DHAMPURE SPECIALITY SUGARS LTD,INE956B01013
DHANALAXMI ROTO SPINNERS LTD.,INE220C01012
Dhanashree Electronics Limited,INE413F01016
Dhanlaxmi Bank Limited,INE680A01011
DHANSAFAL FINSERVE LIMITED,INE195E01020
Dhanuka Agritech Limited,INE435G01025
DHARAN INFRA-EPC LIMITED,INE278R01034
DHARANI FINANCE LTD.,INE899D01011
Dharmaj Crop Guard Limited,INE00OQ01016
DHARNI CAPITAL SERVICES LIMITE,INE0M9Q01011
Dhatre Udyog Limited,INE715T01031
DHENU BUILDCON INFRA LTD.,INE758D01027
Dhillon Freight Carrier Limite,INE0SPJ01011
DHOOT INDUSTRIAL FINANCE LTD.,INE313G01016
DHP INDIA LTD.,INE590D01016
Dhruv Consultancy Services Lim,INE506Z01015
DHRUVA CAPITAL SERVICES LTD.,INE972E01014
Dhunseri Investments Limited,INE320L01011
Dhunseri Tea & Industries Limited,INE341R01014
Dhunseri Ventures Limited,INE477B01010
DHYAANI TRADEVENTTURES LIMITED,INE0K5F01014
Diamines & Chemicals Limited,INE591D01014
DIAMOND POWER INFRASTRUCTURE L,INE989C01038
DIANA TEA CO.LTD.,INE012E01035
DIC India Limited,INE303A01010
Diffusion Engineers Limited,INE184O01015
Digicontent Limited,INE03JI01017
Digidrive Distributors Limited,INE0PSC01024
DIGILOGIC SYSTEMS LIMITED,INE1OOT01028
DiGiSPICE Technologies Limited,INE927C01020
Digitide Solutions Limited,INE0U4701011
Digjam Limited,INE731U01028
Diksha Greens Limited,INE01GR01018
DILIGENT INDUSTRIES LTD.,INE650C01036
Diligent Media Corporation Lim,INE016M01021
Dilip Buildcon Limited,INE917M01012
DINDIGUL FARM PRODUCT LIMITED,INE0S6R01027
DIPNA PHARMACHEM LIMITED,INE0MC401013
DISA INDIA LTD.,INE131C01011
Dish TV India Limited,INE836F01026
DISHA RESOURCES LIMITED,INE193D01019
Dishman Carbogen Amcis Limited,INE385W01011
DIVGI TORQTRANSFER SYSTEMS LIM,INE753U01022
Divi's Laboratories Limited,INE361B01024
DIVYASHAKTI LIMITED,INE410G01010
Dixon Technologies (India) Lim,INE935N01020
DJ Mediaprint & Logistics Limi,INE0B1K01014
DJS STOCK & SHARES LTD.,INE234E01027
DKGFSF-11%-7-1-28-PVT,INE179P07613
DKGFSPL-11%-18-7-27-PVT,INE179P07597
DLF Limited,INE271C01023
D-Link (India) Limited,INE250K01012
DMCC SPECIALITY CHEMICALS LIMI,INE505A01010
Dodla Dairy Limited,INE021O01019
Dolat Algotech Limited,INE966A01022
Dolfin Rubbers Limited,INE666Y01010
Dollar Industries Limited,INE325C01035
Dolphin Kitchen Utensils and A,INE0QXT01018
DOLPHIN OFFSHORE ENTERPRISES (,INE920A01037
DOMS Industries Limited,INE321T01012
Donear Industries Limited,INE668D01028
DPSC Limited,INE360C01024
DR LALCHANDANI LABS LIMITED,INE871Z20013
Dr. Agarwal's Health Care Limi,INE943P01029
Dr. Lal Path Labs Ltd.,INE600L01024
Dr. Reddy's Laboratories Limited,INE089A01031
DR.AGARWALS EYE HOSPITAL LTD.,INE934C01018
DRA CONSULTANTS LIMITED,INE746V01016
DRC Systems India Limited,INE03RS01027
Dreamfolks Services Limited,INE0JS101016
DREDGING CORPORATION OF INDIA,INE506A01018
Droneacharya Aerial Innovation,INE0MQD01015
DSJ Keep Learning Limited,INE055C01020
DSM Fresh Foods Limited,INE0SUM01015
DSP BlackRock Mutual Fund,INF740KA1EU7
DSP BSE Liquid Rate ETF,INF740KA1UM0
DSP BSE Sensex ETF,INF740KA1SZ6
DSP Mutual Fund,INF740KA1QK2
DSP Mutual Fund,INF740KA1QL0
DSP Mutual Fund,INF740KA1CL0
DSP Mutual Fund,INF740KA1RE3
DSP Mutual Fund,INF740KA1SW3
DSP Mutual Fund,INF740KA1SY9
DSP Mutual Fund,INF740KA1TA7
DSP Mutual Fund,INF740KA1UR9
DSP Mutual Fund,INF740KA1VE5
DSP Mutual Fund,INF740KA1WU9
DSP Mutual Fund,INF740KA1WX3
DSP Mutual Fund,INF740KA1WW5
DSP Mutual Fund,INF740KA1XU7
Ducon Infratechnologies Limited,INE741L01018
DUKE OFFSHORE LTD.,INE397G01019
Duncan Engineering Limited,INE340F01011
DUROPLY INDUSTRIES LIMITED,INE932D01010
Dwarikesh Sugar Industries Limited,INE366A01041
DYNACONS SYSTEMS & SOLUTIONS L,INE417B01040
Dynamatic Technologies Limited,INE221B01012
Dynamic Cables Limited,INE600Y01019
DYNAMIC INDUSTRIES LTD.,INE457C01010
DYNAMIC PORTFOLIO MANAGEMENT &,INE118C01018
DYNAVISION LTD.,INE083E01010
Dynemic Products Limited,INE256H01015
E.I.D.-PARRY (INDIA) LTD.,INE126A01031
E2E Networks Limited,INE255Z01019
Earthstahl & Alloys Limited,INE0O4V01010
East India Drums and Barrels M,INE191C01023
EAST WEST FREIGHT CARRIERS LTD,INE595R01023
EASTERN TREADS LTD.,INE500D01015
Easy Trip Planners Limited,INE07O001026
ECL-9.25%-22-3-28-NCD,INE528S07128
eClerx Services Limited,INE738I01010
ECO HOTELS AND RESORTS LIMITED,INE638N01012
ECO RECYCLING LTD.,INE316A01038
ECOBOARD INDUSTRIES LTD.,INE866A01016
Econo Trade (India) Limited,INE937K01014
ECOPLAST LTD.,INE423D01010
ECOS (India) Mobility & Hospit,INE06HJ01020
ECS Biztech Limited,INE925Q01024
EDELWEISS FINANCIAL SERVICES L,INE532F01054
Edelweiss Mutual Fund,INF754K01KO2
Edelweiss Mutual Fund,INF754K01LE1
Edelweiss Mutual Fund,INF754K01OB1
Edelweiss Mutual Fund,INF754K01QX0
Edelweiss Mutual Fund,INF754K01TX4
Edelweiss Mutual Fund,INF754K01VY8
Edvenswa Enterprises Limited,INE125G01014
EEL-27-01-27-PVT,INE468N07BC5
EEL-ZC-03-4-26-PVT,INE468N07623
EFC (I) Limited,INE886D01026
EFCL-30-10-28-PVT,INE836K07312
EFCL-8-4-27-PVT,INE836K07056
EFL-10.15%-4-1-29-NCD,INE804IA7014
EFL-9.43%-6-8-28-NCD,INE804I078Y8
EFSL-10%-20-1-33-NCD,INE532F07DH9
EFSL-10%-21-7-33-NCD,INE532F07EI5
EFSL-10%-26-10-33-NCD,INE532F07EL9
EFSL-10%-27-4-33-NCD,INE532F07DX6
EFSL-10%-29-1-34-NCD,INE532F07FB7
EFSL-10.10%-12-12-35-NCD,INE532F07IK2
EFSL-10.25%-7-10-35-NCD,INE532F07IF2
EFSL-10.49%-24-1-35-NCD,INE532F07GT7
EFSL-10.49%-26-7-34-NCD,INE532F07FZ6
EFSL-10.49%-30-04-35-NCD,INE532F07HG2
EFSL-10.50%-24-10-29-NCD,INE532F07GF6
EFSL-10.50%-24-10-29-NCD,INE532F07GH2
EFSL-10.50%-24-7-35-NCD,INE532F07HR9
EFSL-10-9-26-NCD,INE532F07CH1
EFSL-11%-24-10-34-NCD,INE532F07GL4
EFSL-11%-30-04-35-NCD,INE532F07HB3
EFSL-24-10-26-NCD,INE532F07GC3
EFSL-29-4-29-NCD,INE532F07FH4
EFSL-9%-29-4-26-NCD,INE532F07FF8
EFSL-9.03%-12-12-28-NCD,INE532F07IL0
EFSL-9.12%-7-10-28-NCD,INE532F07IA3
EFSL-9.15%-10-9-26-NCD,INE532F07CF5
EFSL-9.15%-28-12-26-NCD,INE532F07CQ2
EFSL-9.20%-29-1-27-NCD,INE532F07EU0
EFSL-9.30%-10-9-31-NCD,INE532F07CI9
EFSL-9.35%-20-10-27-NCD,INE532F07DB2
EFSL-9.44%-12-12-30-NCD,INE532F07IP1
